tcgplayer_id,directLow,market,low,mid
47629 (Nonfoil),7.54,7.02,3.95,7.14
47629 (Foil),,23.21,18.0,23.0
47700 (Nonfoil),8.54,9.79,7.0,10.25
47700 (Foil),,25.48,18.84,23.76
6481 (Nonfoil),6.5,6.78,2.8,6.47
6481 (Foil),,20.58,21.0,21.21
6437 (Nonfoil),,6.68,4.0,7.11
6437 (Foil),,56.21,65.0,74.99
10539 (Nonfoil),,13.69,12.0,13.99
10539 (Foil),,33.34,30.99,37.01
14722 (Nonfoil),2.84,3.5,2.27,4.6
14722 (Foil),12.48,15.94,12.59,14.0
14703 (Nonfoil),,41.14,40.55,44.95
14703 (Foil),,71.36,63.44,78.19
741 (Nonfoil),52.72,45.76,32.0,44.76
741 (Foil),,,,
57248 (Nonfoil),,,,
57248 (Foil),19.18,18.1,17.1,20.14
189521 (Nonfoil),,,,
189521 (Foil),,6.21,5.42,7.32
184102 (Foil),,3.11,1.71,2.98
184102 (Nonfoil),,,,
189496 (Foil),12.09,11.79,10.54,15.28
189496 (Nonfoil),,,,
194040 (Nonfoil),,,,
194040 (Foil),11.96,9.11,6.99,9.39
12524 (Nonfoil),11.01,15.8,8.3,16.8
12524 (Foil),,125.7,110.0,128.0
10871 (Nonfoil),,13.43,10.01,14.37
10871 (Foil),,41.88,28.99,40.0
18779 (Nonfoil),7.99,9.28,5.51,9.52
18779 (Foil),,47.68,39.76,44.39
27601 (Nonfoil),6.97,22.3,6.49,15.97
27601 (Foil),57.0,66.88,57.0,66.33
27824 (Nonfoil),,17.64,14.49,17.57
27824 (Foil),,28.77,27.0,30.64
5773 (Nonfoil),,14.4,13.13,15.81
5773 (Foil),,,,
9245 (Nonfoil),36.49,89.13,57.63,83.61
9245 (Foil),,,,
6354 (Nonfoil),39.95,44.5,38.0,49.0
6354 (Foil),,260.72,245.9,283.49
7036 (Nonfoil),8.98,12.11,9.95,14.34
7036 (Foil),,,,
6080 (Nonfoil),23.0,24.77,22.01,29.0
6080 (Foil),,,,
34358 (Nonfoil),4.45,6.96,3.98,7.66
34358 (Foil),,32.59,19.99,30.65
33265 (Nonfoil),,21.61,15.24,21.61
33265 (Foil),,26.75,33.99,34.89
58177 (Nonfoil),,5.31,4.49,7.55
58177 (Foil),,18.29,17.59,21.59
58290 (Nonfoil),16.91,15.32,13.1,16.91
58290 (Foil),60.0,33.76,20.37,32.92
58373 (Nonfoil),30.87,32.99,28.81,34.89
58373 (Foil),,55.1,49.99,60.67
59521 (Nonfoil),37.99,36.36,36.0,46.95
59521 (Foil),,,,
59835 (Nonfoil),,15.9,12.51,15.75
59835 (Foil),,24.49,26.99,35.43
67188 (Nonfoil),,,,
67188 (Foil),170.02,62.43,108.0,127.39
67378 (Nonfoil),,6.43,4.78,6.17
67378 (Foil),,11.45,6.0,13.95
71086 (Nonfoil),11.97,9.58,7.0,9.73
71086 (Foil),,16.23,14.76,17.74
70991 (Nonfoil),12.5,9.26,8.0,13.2
70991 (Foil),,23.48,19.0,25.0
79991 (Nonfoil),4.06,3.33,1.94,4.09
79991 (Foil),,,,
82278 (Nonfoil),7.99,6.9,5.64,7.91
82278 (Foil),18.74,14.66,12.0,14.0
91642 (Nonfoil),6.12,4.22,3.98,8.96
91642 (Foil),,,,
98597 (Nonfoil),31.99,28.33,25.5,30.83
98597 (Foil),,29.92,28.54,39.79
97965 (Nonfoil),,9.24,7.06,13.4
97965 (Foil),13.95,14.2,13.21,17.97
98642 (Nonfoil),,33.22,26.79,38.97
98642 (Foil),49.45,57.91,49.23,57.9
114875 (Foil),13.96,16.62,8.01,16.35
114875 (Nonfoil),6.0,4.86,3.79,6.27
120116 (Nonfoil),4.69,4.81,3.49,6.98
120116 (Foil),14.87,19.55,13.89,20.6
187115 (Foil),9.63,6.67,6.5,8.68
187115 (Nonfoil),,,,
39455 (Nonfoil),,,,
39455 (Foil),9.69,10.12,5.41,10.12
128484 (Foil),60.59,58.93,60.59,85.25
128484 (Nonfoil),42.5,38.58,34.0,43.66
129559 (Foil),,21.06,22.66,24.98
129559 (Nonfoil),,,,
134906 (Foil),,51.0,41.99,54.99
134906 (Nonfoil),,,,
129562 (Nonfoil),,,,
129562 (Foil),,57.38,52.98,57.58
139913 (Nonfoil),,5.17,3.75,5.1
139913 (Foil),,,,
151710 (Nonfoil),,,,
151710 (Foil),,24.77,17.0,26.64
169146 (Nonfoil),,,,
169146 (Foil),21.8,19.31,17.0,21.95
57662 (Nonfoil),,,,
57662 (Foil),8.77,11.95,9.0,12.05
167637 (Nonfoil),21.23,15.84,14.0,16.15
167637 (Foil),,31.9,31.88,35.62
167786 (Foil),,134.87,118.98,150.0
167786 (Nonfoil),6.08,5.86,5.06,9.0
176588 (Nonfoil),5.0,4.6,2.99,4.52
176588 (Foil),9.02,7.99,7.0,10.06
179462 (Nonfoil),39.95,35.65,31.5,37.91
179462 (Foil),58.27,60.3,58.27,64.0
179458 (Foil),,23.81,23.49,27.6
179458 (Nonfoil),46.41,21.99,19.76,24.15
188468 (Nonfoil),4.95,3.98,2.68,4.49
188468 (Foil),9.0,7.16,5.96,9.0
187119 (Nonfoil),0.34,0.34,0.1,0.57
187119 (Foil),1.48,1.95,1.26,2.24
188702 (Nonfoil),1.3,1.17,0.25,1.76
188702 (Foil),,3.14,2.49,3.76
190836 (Foil),174.98,142.56,174.98,179.0
190836 (Nonfoil),34.51,35.89,30.99,40.9
192876 (Foil),,9.87,5.5,10.01
192876 (Nonfoil),2.3,2.04,1.04,2.45
192519 (Nonfoil),0.75,0.93,0.13,1.0
192519 (Foil),,2.18,1.0,2.6
199031 (Nonfoil),2.85,2.66,1.35,2.62
199031 (Foil),3.31,3.15,2.0,3.42
198982 (Nonfoil),12.98,7.13,5.5,7.18
198982 (Foil),,28.74,22.09,35.0
206758 (Foil),17.89,18.63,16.91,19.73
206758 (Nonfoil),9.99,10.33,9.1,11.9
207065 (Nonfoil),,1.52,0.94,1.99
207065 (Foil),5.94,5.67,5.0,6.89
206926 (Foil),5.48,5.58,4.46,6.37
206926 (Nonfoil),5.04,4.24,2.5,4.99
206928 (Foil),,40.87,39.99,47.25
206928 (Nonfoil),,10.75,9.0,12.25
206830 (Foil),,4.7,4.64,6.92
206830 (Nonfoil),1.77,2.28,0.99,2.07
206660 (Foil),,1.04,0.79,1.25
206660 (Nonfoil),0.89,0.87,0.23,1.0
206661 (Foil),,6.39,4.75,7.07
206661 (Nonfoil),3.45,2.79,1.75,3.0
206847 (Nonfoil),,1.27,0.4,1.51
206847 (Foil),,3.85,2.79,3.99
206645 (Foil),5.75,5.59,4.0,6.79
206645 (Nonfoil),2.18,1.83,1.34,2.84
206949 (Foil),,4.27,3.49,5.2
206949 (Nonfoil),3.5,1.39,0.69,1.6
212029 (Nonfoil),0.8,0.75,0.47,1.3
212029 (Foil),1.61,1.52,0.49,2.25
212133 (Foil),14.99,14.32,12.99,14.99
212133 (Nonfoil),15.79,13.04,9.91,12.93
212134 (Foil),43.93,42.68,40.99,49.0
212134 (Nonfoil),,17.38,15.49,19.98
212223 (Nonfoil),1.25,1.0,0.49,1.43
212223 (Foil),1.37,1.03,0.65,1.43
212540 (Foil),,5.47,3.06,6.58
212540 (Nonfoil),1.49,1.35,0.29,1.97
212055 (Foil),3.23,2.88,2.02,3.65
212055 (Nonfoil),0.9,0.92,0.5,1.25
212221 (Nonfoil),8.29,8.19,7.0,9.99
212221 (Foil),,,,
215342 (Foil),,35.99,32.5,40.0
215342 (Nonfoil),14.72,14.81,13.0,17.99
215541 (Foil),1.98,3.27,1.98,3.71
215541 (Nonfoil),,1.38,0.79,2.0
215741 (Foil),,7.85,7.0,10.36
215741 (Nonfoil),6.09,4.6,3.8,4.79
215358 (Nonfoil),,19.72,15.3,22.43
215358 (Foil),,42.97,36.0,40.36
215361 (Foil),,52.72,42.0,57.0
215361 (Nonfoil),,21.17,20.0,27.0
216212 (Foil),,,,
216212 (Nonfoil),,12.29,10.5,13.46
222484 (Foil),,,,
222484 (Nonfoil),,,,
12588 (Nonfoil),16.93,12.92,11.74,14.99
12588 (Foil),,90.0,50.0,67.5
12088 (Nonfoil),6.48,9.7,4.22,10.0
12088 (Foil),,29.4,21.65,31.65
14011 (Nonfoil),29.94,18.76,10.0,25.92
14011 (Foil),,44.85,34.9,39.99
37675 (Nonfoil),,,,
37675 (Foil),10.02,10.41,6.73,8.44
27160 (Nonfoil),7.99,9.14,6.79,9.0
27160 (Foil),,18.29,18.35,20.6
4386 (Nonfoil),38.48,28.26,29.97,45.19
4386 (Foil),,,,
2290 (Nonfoil),,26.1,21.5,25.37
2290 (Foil),,,,
14999 (Nonfoil),3.12,2.41,1.74,3.22
14999 (Foil),32.04,42.75,32.04,42.99
3843 (Nonfoil),,26.3,39.99,42.49
3843 (Foil),,,,
170788 (Nonfoil),,,,
170788 (Foil),126.12,126.13,120.48,131.44
6750 (Nonfoil),,11.78,6.81,10.84
6750 (Foil),,112.99,61.0,90.8
39166 (Nonfoil),5.0,9.31,3.54,9.61
39166 (Foil),,47.54,33.99,44.49
39445 (Nonfoil),,27.76,17.8,26.21
39445 (Foil),,52.66,55.99,57.59
9439 (Nonfoil),98.99,64.18,69.0,79.97
9439 (Foil),,244.5,289.99,294.99
9457 (Nonfoil),,8.13,6.75,8.13
9457 (Foil),,15.66,12.0,16.16
10520 (Nonfoil),13.95,7.98,6.76,8.58
10520 (Foil),,20.04,8.03,31.97
10562 (Nonfoil),,24.06,23.49,27.21
10562 (Foil),,61.99,48.42,74.99
37410 (Nonfoil),,9.89,7.45,10.5
37410 (Foil),,,,
7821 (Nonfoil),,10.89,8.5,10.8
7821 (Foil),,35.07,20.01,22.2
652 (Nonfoil),9.96,18.8,14.8,18.33
652 (Foil),,,,
100587 (Nonfoil),,,,
100587 (Foil),,21.58,22.0,24.22
120743 (Foil),,62.36,53.06,63.99
120743 (Nonfoil),,,,
194043 (Foil),2.13,2.68,1.2,2.68
194043 (Nonfoil),,,,
184003 (Foil),,4.92,3.64,4.9
184003 (Nonfoil),,,,
137160 (Foil),49.48,33.9,29.52,44.24
137160 (Nonfoil),,,,
97041 (Nonfoil),,,,
97041 (Foil),13.22,15.01,12.72,15.14
194025 (Nonfoil),,,,
194025 (Foil),28.22,15.92,24.48,24.77
116897 (Foil),,17.98,15.11,21.17
116897 (Nonfoil),,,,
177520 (Foil),1.45,1.72,1.3,1.75
177520 (Nonfoil),,,,
194063 (Foil),,5.19,3.14,5.2
194063 (Nonfoil),,,,
189515 (Nonfoil),,,,
189515 (Foil),2.04,2.1,1.5,3.0
194080 (Nonfoil),,,,
194080 (Foil),,5.85,4.63,6.61
155977 (Nonfoil),,,,
155977 (Foil),,26.85,25.18,32.13
98276 (Nonfoil),,,,
98276 (Foil),113.91,107.56,103.75,120.54
34814 (Nonfoil),,11.71,9.69,11.62
34814 (Foil),,27.98,23.95,30.05
36379 (Nonfoil),12.5,11.74,8.5,13.0
36379 (Foil),,16.6,17.25,25.0
18743 (Nonfoil),17.99,20.73,17.98,20.89
18743 (Foil),,38.82,23.0,33.37
14306 (Nonfoil),,13.18,11.0,13.84
14306 (Foil),,29.55,23.47,31.42
14281 (Nonfoil),5.8,7.47,4.96,8.23
14281 (Foil),14.11,25.03,19.48,25.06
6960 (Nonfoil),,9.51,8.23,10.0
6960 (Foil),,,,
7118 (Nonfoil),,145.7,129.98,166.5
7118 (Foil),,,,
5954 (Nonfoil),,99.22,89.99,99.99
5954 (Foil),,,,
33431 (Nonfoil),8.9,8.52,7.0,10.5
33431 (Foil),,32.03,22.55,33.99
33276 (Nonfoil),5.13,5.11,4.0,5.65
33276 (Foil),17.45,17.43,15.4,18.02
57666 (Nonfoil),,32.5,27.99,35.0
57666 (Foil),,42.41,41.86,47.99
68272 (Nonfoil),,19.08,14.52,19.98
68272 (Foil),,20.8,47.75,55.34
69254 (Nonfoil),,18.96,18.0,19.8
69254 (Foil),,34.01,35.0,39.99
69185 (Nonfoil),18.04,18.54,15.5,20.4
69185 (Foil),,44.12,61.0,70.53
71880 (Nonfoil),18.04,29.37,9.01,25.01
71880 (Foil),,,,
71878 (Nonfoil),17.05,16.76,16.94,19.94
71878 (Foil),,,,
110836 (Nonfoil),15.94,14.61,13.5,17.99
110836 (Foil),42.89,35.93,32.19,39.95
124405 (Foil),,,,
124405 (Nonfoil),,6.79,4.35,6.6
129819 (Foil),,11.36,10.7,12.08
129819 (Nonfoil),6.52,6.24,4.26,7.25
129558 (Foil),40.99,34.73,39.49,42.78
129558 (Nonfoil),,,,
135074 (Nonfoil),12.74,9.98,6.5,9.21
135074 (Foil),14.67,16.28,13.0,16.43
140146 (Nonfoil),,18.0,15.0,19.66
140146 (Foil),,,,
145495 (Foil),47.98,64.95,39.0,54.87
145495 (Nonfoil),17.55,16.25,13.25,19.95
39441 (Nonfoil),,,,
39441 (Foil),18.52,19.75,15.5,22.5
176429 (Nonfoil),0.31,0.31,0.15,0.55
176429 (Foil),,3.37,2.96,3.59
176685 (Nonfoil),2.66,2.64,1.4,4.96
176685 (Foil),12.46,14.48,10.53,14.99
179478 (Foil),,16.16,25.94,29.99
179478 (Nonfoil),25.99,17.9,16.0,19.99
179472 (Foil),,15.66,13.66,16.49
179472 (Nonfoil),13.29,10.75,7.99,11.92
182958 (Foil),,8.09,6.0,8.99
182958 (Nonfoil),2.94,2.57,1.47,2.99
191131 (Nonfoil),14.72,15.66,13.0,17.01
191131 (Foil),68.98,72.2,66.49,76.0
192514 (Foil),,9.48,8.12,9.54
192514 (Nonfoil),3.74,4.03,1.76,4.64
192220 (Foil),3.7,4.44,3.41,5.46
192220 (Nonfoil),0.96,0.98,0.65,1.36
192222 (Foil),,19.18,17.57,19.99
192222 (Nonfoil),10.96,9.27,7.17,10.25
192521 (Foil),,6.04,4.5,6.98
192521 (Nonfoil),3.29,3.19,1.97,3.0
192693 (Foil),,6.77,5.47,6.58
192693 (Nonfoil),,,,
192642 (Nonfoil),1.48,1.39,0.57,1.89
192642 (Foil),,4.79,3.71,4.97
192544 (Foil),12.65,12.63,10.99,13.86
192544 (Nonfoil),7.95,5.11,1.0,8.11
196427 (Nonfoil),6.1,6.02,5.0,6.6
196427 (Foil),,,,
198818 (Nonfoil),4.88,2.88,2.0,4.9
198818 (Foil),7.32,7.59,5.5,9.08
198372 (Foil),,38.23,34.78,41.52
198372 (Nonfoil),,9.96,8.5,10.99
198584 (Foil),,6.96,5.79,7.95
198584 (Nonfoil),8.67,6.34,4.5,6.51
199280 (Foil),,10.87,8.75,14.01
199280 (Nonfoil),,2.73,2.0,3.5
199035 (Nonfoil),0.93,0.77,0.36,1.0
199035 (Foil),0.95,1.72,0.83,1.93
199232 (Nonfoil),2.97,1.89,1.09,2.95
199232 (Foil),3.66,5.11,3.0,5.81
198745 (Nonfoil),0.77,0.7,0.25,0.79
198745 (Foil),0.94,1.36,0.75,1.95
198984 (Nonfoil),,3.4,1.75,3.63
198984 (Foil),,15.09,14.95,16.79
206627 (Foil),1.3,1.26,0.7,1.55
206627 (Nonfoil),1.09,1.12,0.36,1.15
207055 (Foil),0.99,1.04,0.53,1.5
207055 (Nonfoil),0.6,0.64,0.24,1.0
207059 (Nonfoil),2.32,2.21,1.75,2.56
207059 (Foil),,5.44,4.01,6.61
205484 (Foil),,50.4,38.98,62.84
205484 (Nonfoil),,,,
212241 (Foil),5.22,5.32,4.48,6.39
212241 (Nonfoil),1.7,1.61,0.64,1.86
212022 (Nonfoil),4.75,4.1,3.43,6.23
212022 (Foil),16.05,11.12,8.99,16.71
212191 (Nonfoil),15.47,15.41,14.99,17.09
212191 (Foil),,,,
215619 (Foil),,5.72,3.99,9.84
215619 (Nonfoil),4.04,3.61,2.0,4.0
215484 (Nonfoil),,1.67,0.96,2.55
215484 (Foil),,3.79,1.75,5.22
215542 (Foil),6.68,6.48,5.69,8.63
215542 (Nonfoil),,2.61,0.83,3.17
215730 (Foil),4.49,4.45,3.35,4.49
215730 (Nonfoil),,1.87,1.5,2.05
215494 (Nonfoil),6.5,6.23,4.5,6.62
215494 (Foil),,11.92,10.95,12.99
215524 (Nonfoil),,4.52,2.54,5.5
215524 (Foil),,8.91,7.24,10.79
215354 (Foil),,7.39,5.5,11.49
215354 (Nonfoil),,5.12,4.15,6.0
215357 (Foil),,31.35,29.91,35.34
215357 (Nonfoil),,13.99,10.1,15.49
215936 (Nonfoil),,3.27,2.72,4.0
215936 (Foil),,,,
215974 (Foil),,,,
215974 (Nonfoil),,8.84,7.25,10.86
218938 (Foil),6.55,7.72,6.5,8.09
218938 (Nonfoil),4.46,3.58,2.97,5.0
222757 (Nonfoil),,,,
222757 (Foil),,,,
222499 (Foil),,,,
222499 (Nonfoil),,,,
12062 (Nonfoil),19.99,28.45,17.99,27.99
12062 (Foil),,98.19,299.0,334.35
3378 (Nonfoil),,35.44,31.75,37.98
3378 (Foil),,,,
2590 (Nonfoil),9.13,9.14,6.0,8.49
2590 (Foil),,,,
11714 (Nonfoil),,11.11,9.92,12.01
11714 (Foil),,22.21,27.49,29.99
27214 (Nonfoil),3.6,5.41,3.5,5.15
27214 (Foil),,11.88,10.88,13.15
27075 (Nonfoil),34.92,42.32,26.85,40.99
27075 (Foil),,287.31,320.0,474.5
55986 (Nonfoil),2.69,3.94,1.87,4.5
55986 (Foil),13.99,11.12,7.88,14.7
37961 (Nonfoil),,,,
37961 (Foil),,42.41,45.49,48.99
215313 (Foil),47.99,46.91,46.8,53.95
215313 (Nonfoil),,,,
123618 (Foil),66.0,42.6,50.0,56.04
123618 (Nonfoil),,,,
4086 (Nonfoil),59.99,30.49,34.0,39.98
4086 (Foil),,,,
4031 (Nonfoil),199.99,40.15,71.97,130.0
4031 (Foil),,,,
10787 (Nonfoil),,6.89,4.5,6.66
10787 (Foil),,37.02,25.7,27.19
10527 (Nonfoil),27.99,42.51,26.95,36.27
10527 (Foil),,68.8,58.01,77.33
476 (Nonfoil),,112.38,119.99,134.99
476 (Foil),,,,
189535 (Foil),3.66,3.68,2.59,5.23
189535 (Nonfoil),,,,
194031 (Nonfoil),,,,
194031 (Foil),,4.59,3.0,4.05
189534 (Foil),5.99,5.72,4.03,6.32
189534 (Nonfoil),,,,
155961 (Nonfoil),,,,
155961 (Foil),,11.06,10.06,12.29
170004 (Nonfoil),,,,
170004 (Foil),,10.32,9.78,13.25
194016 (Foil),10.6,10.04,6.94,10.79
194016 (Nonfoil),,,,
1344 (Nonfoil),19.1,14.54,11.86,14.73
1344 (Foil),,,,
34859 (Nonfoil),8.99,14.81,8.01,13.99
34859 (Foil),,43.87,54.95,58.48
36395 (Nonfoil),9.05,9.64,6.25,9.97
36395 (Foil),21.08,24.79,19.91,24.21
18687 (Nonfoil),,4.35,2.75,5.06
18687 (Foil),,20.83,20.0,20.99
5531 (Nonfoil),31.98,35.5,27.0,37.97
5531 (Foil),,,,
3528 (Nonfoil),35.99,29.48,55.0,59.97
3528 (Foil),,,,
14353 (Nonfoil),,7.75,5.47,8.8
14353 (Foil),24.97,36.53,27.39,37.01
6231 (Nonfoil),,28.13,19.75,29.19
6231 (Foil),,46.16,61.99,99.97
6889 (Nonfoil),12.82,10.79,9.79,12.82
6889 (Foil),,,,
6885 (Nonfoil),,19.75,19.0,22.0
6885 (Foil),,,,
6809 (Nonfoil),24.97,18.01,13.0,18.0
6809 (Foil),,,,
5814 (Nonfoil),14.98,20.1,16.99,24.88
5814 (Foil),,,,
33472 (Nonfoil),8.5,8.73,4.47,10.08
33472 (Foil),,17.97,14.0,20.3
67318 (Nonfoil),,13.36,10.48,14.5
67318 (Foil),,25.84,46.99,48.45
71042 (Nonfoil),19.75,16.27,13.0,18.31
71042 (Foil),28.91,33.79,28.91,33.79
71883 (Nonfoil),12.65,9.89,7.0,10.24
71883 (Foil),,,,
91110 (Nonfoil),,6.2,2.5,6.77
91110 (Foil),8.25,13.24,8.25,13.5
82893 (Nonfoil),,13.79,9.88,15.49
82893 (Foil),,68.82,59.95,69.99
92917 (Nonfoil),,3.56,2.6,4.14
92917 (Foil),,,,
96501 (Nonfoil),10.93,11.35,8.77,14.66
96501 (Foil),,27.73,25.58,31.37
107867 (Nonfoil),,18.61,16.0,19.6
107867 (Foil),,,,
107844 (Foil),,,,
107844 (Nonfoil),5.08,4.95,2.78,5.03
124603 (Nonfoil),,9.04,7.76,9.45
124603 (Foil),,,,
121626 (Foil),,20.74,19.99,25.22
121626 (Nonfoil),19.15,16.92,13.7,16.0
121620 (Nonfoil),,17.58,15.78,18.41
121620 (Foil),44.97,35.58,41.5,44.48
135014 (Nonfoil),,11.84,9.6,13.1
135014 (Foil),,19.86,22.98,24.49
139822 (Foil),,,,
139822 (Nonfoil),,10.45,8.5,10.5
145485 (Foil),20.5,24.6,19.0,22.99
145485 (Nonfoil),17.25,14.62,12.98,16.84
145288 (Nonfoil),,3.0,1.99,3.31
145288 (Foil),,7.8,6.75,8.24
145503 (Foil),,12.02,13.99,15.5
145503 (Nonfoil),,9.2,7.5,9.47
161444 (Foil),12.21,12.0,9.99,13.0
161444 (Nonfoil),7.99,6.67,5.49,7.5
167794 (Foil),,90.17,89.99,99.93
167794 (Nonfoil),13.98,14.08,11.6,14.99
167651 (Nonfoil),17.67,16.13,10.0,16.63
167651 (Foil),42.46,38.68,34.99,39.58
168634 (Foil),,15.75,13.6,17.05
168634 (Nonfoil),,,,
170946 (Nonfoil),15.46,9.75,6.99,9.96
170946 (Foil),,,,
170962 (Foil),,,,
170962 (Nonfoil),11.53,10.01,7.51,9.99
175192 (Nonfoil),1.75,1.78,0.84,2.32
175192 (Foil),,3.96,3.05,4.13
176834 (Foil),,1.66,0.32,2.5
176834 (Nonfoil),0.14,0.15,0.04,0.5
176841 (Foil),,2.47,1.8,3.0
176841 (Nonfoil),1.61,1.23,0.3,1.8
182957 (Foil),2.7,3.54,2.5,3.78
182957 (Nonfoil),0.56,0.6,0.25,1.26
183060 (Foil),,3.91,2.4,4.54
183060 (Nonfoil),1.78,1.47,0.53,1.65
183312 (Nonfoil),2.84,2.32,1.17,2.5
183312 (Foil),4.02,3.84,3.21,5.0
188414 (Nonfoil),4.28,4.43,2.0,5.18
188414 (Foil),10.54,10.68,9.99,12.92
188706 (Nonfoil),0.38,0.38,0.14,0.62
188706 (Foil),2.29,1.66,0.72,2.6
190992 (Foil),124.99,70.36,115.99,124.99
190992 (Nonfoil),25.87,24.03,23.29,29.22
190867 (Foil),7.2,7.2,6.0,10.12
190867 (Nonfoil),1.36,1.21,0.49,1.75
191057 (Nonfoil),3.36,3.33,2.25,3.98
191057 (Foil),21.74,22.62,19.95,23.87
196486 (Foil),,,,
196486 (Nonfoil),30.9,28.56,25.0,31.86
199255 (Nonfoil),0.15,0.21,0.15,0.5
199255 (Foil),0.96,0.99,0.47,1.5
199258 (Foil),,11.65,8.0,11.97
199258 (Nonfoil),1.57,2.06,1.35,3.44
198816 (Nonfoil),21.95,17.55,16.39,20.5
198816 (Foil),,52.08,60.89,75.0
198986 (Nonfoil),2.65,2.23,1.75,2.99
198986 (Foil),,6.49,5.59,6.99
199245 (Foil),,5.53,4.52,7.14
199245 (Nonfoil),,1.19,0.74,1.49
198777 (Foil),,5.21,3.54,6.45
198777 (Nonfoil),6.57,5.29,3.25,5.49
198778 (Nonfoil),8.05,7.27,6.98,9.0
198778 (Foil),,18.22,18.99,21.72
199219 (Foil),32.2,29.17,31.99,33.75
199219 (Nonfoil),8.25,7.12,6.41,8.17
206642 (Foil),2.73,2.55,2.15,3.54
206642 (Nonfoil),2.14,1.67,0.97,2.5
206643 (Nonfoil),6.7,6.75,5.42,6.89
206643 (Foil),,25.43,25.01,30.44
206694 (Nonfoil),2.18,2.05,1.0,2.8
206694 (Foil),3.19,3.82,2.99,6.0
206814 (Nonfoil),0.4,0.47,0.15,0.71
206814 (Foil),,1.15,0.69,1.49
206651 (Foil),2.13,2.0,1.58,3.67
206651 (Nonfoil),1.98,1.98,1.01,2.5
206712 (Nonfoil),6.79,5.02,4.0,6.01
206712 (Foil),,16.45,15.0,19.99
211995 (Nonfoil),4.14,3.85,3.0,5.75
211995 (Foil),,15.06,13.36,16.86
212060 (Nonfoil),2.73,2.14,1.5,3.37
212060 (Foil),4.24,3.19,2.75,5.0
212061 (Nonfoil),,5.22,4.48,7.24
212061 (Foil),8.93,7.8,5.0,12.69
215319 (Foil),7.15,7.92,6.3,11.0
215319 (Nonfoil),1.2,1.21,0.75,1.75
212493 (Nonfoil),1.69,1.69,1.29,1.97
212493 (Foil),,,,
215558 (Nonfoil),,2.57,1.62,3.0
215558 (Foil),,4.65,3.78,6.59
215543 (Nonfoil),,17.11,15.41,18.64
215543 (Foil),,25.71,29.98,33.18
215620 (Foil),,23.84,23.0,26.0
215620 (Nonfoil),,14.86,13.0,16.0
215495 (Nonfoil),1.95,1.36,1.0,1.68
215495 (Foil),,2.65,1.45,3.54
215343 (Nonfoil),8.5,7.51,5.69,8.0
215343 (Foil),,7.87,6.89,9.18
215344 (Nonfoil),12.19,11.79,10.0,12.3
215344 (Foil),,22.56,20.0,25.15
216361 (Foil),,,,
216361 (Nonfoil),,2.77,2.34,5.0
216346 (Foil),,,,
216346 (Nonfoil),,30.73,29.25,32.94
216178 (Foil),,,,
216178 (Nonfoil),,37.59,36.86,39.75
214842 (Foil),74.85,74.75,67.79,78.85
214842 (Nonfoil),,62.46,53.75,69.46
218846 (Nonfoil),,4.44,3.8,6.0
218846 (Foil),6.49,5.88,5.0,8.79
221306 (Nonfoil),,,12.99,12.99
221306 (Foil),,,,
12003 (Nonfoil),,15.25,12.69,14.99
12003 (Foil),,53.01,46.86,54.79
12015 (Nonfoil),3.98,5.83,4.0,5.99
12015 (Foil),16.87,16.2,15.0,16.88
12106 (Nonfoil),39.99,20.75,22.0,29.47
12106 (Foil),,29.38,34.98,35.32
2804 (Nonfoil),,32.14,28.0,34.03
2804 (Foil),,,,
56324 (Nonfoil),30.98,24.17,21.25,27.66
56324 (Foil),38.47,33.5,34.96,40.0
67377 (Nonfoil),,,,
67377 (Foil),91.32,98.96,90.98,107.88
10688 (Nonfoil),15.19,16.13,10.7,15.99
10688 (Foil),131.98,91.17,129.89,178.3
35545 (Nonfoil),,5.77,4.17,6.5
35545 (Foil),,17.1,11.0,12.82
47664 (Nonfoil),2.79,2.13,1.43,3.55
47664 (Foil),12.37,15.74,9.5,13.62
47627 (Nonfoil),,21.15,17.3,21.15
47627 (Foil),,16.03,32.93,33.99
101351 (Nonfoil),,,,
101351 (Foil),,90.62,79.88,98.48
11451 (Nonfoil),24.99,20.28,16.99,23.51
11451 (Foil),,50.35,41.4,45.89
39595 (Nonfoil),11.36,9.95,6.99,10.49
39595 (Foil),,34.25,31.77,37.95
39605 (Nonfoil),,29.35,25.41,29.25
39605 (Foil),,55.23,104.99,110.95
10365 (Nonfoil),6.64,7.4,5.0,8.35
10365 (Foil),,47.12,33.0,45.0
184007 (Nonfoil),,,,
184007 (Foil),4.69,4.54,3.49,5.13
183993 (Nonfoil),,,,
183993 (Foil),8.94,9.0,7.51,10.99
189545 (Nonfoil),,,,
189545 (Foil),,29.88,35.97,35.99
194082 (Nonfoil),,,,
194082 (Foil),10.65,8.53,6.99,10.32
189473 (Foil),4.48,4.42,3.0,5.24
189473 (Nonfoil),,,,
177487 (Foil),23.08,24.08,18.75,25.86
177487 (Nonfoil),,,,
13340 (Nonfoil),13.29,11.78,10.08,13.15
13340 (Foil),,68.62,53.99,62.0
18698 (Nonfoil),,39.35,21.5,36.0
18698 (Foil),,121.57,66.99,69.0
18746 (Nonfoil),,20.76,17.54,22.33
18746 (Foil),,51.15,42.0,52.65
5355 (Nonfoil),15.19,16.07,14.0,18.0
5355 (Foil),,,,
9052 (Nonfoil),,68.19,55.0,84.97
9052 (Foil),,,,
